ecg
98
98
98
96
96
98
98
97
96
96
99
99
95
92
94
105
117
124
124
121
112
101
92
91
94
101
103
102
99
99
100
100
100
97
97
98
99
99
97
97
100
100
100
98
98
100
101
101
99
99
101
102
101
99
99
102
103
103
101
101
103
104
104
103
103
105
106
106
104
104
107
108
108
107
107
110
112
112
111
111
113
114
114
113
113
114
114
112
108
107
107
107
106
102
101
101
102
102
100
100
101
101
101
98
98
99
101
101
98
98
99
101
101
98
98
98
100
100
97
97
99
101
101
99
99
99
101
101
99
99
99
101
101
98
98
99
101
101
98
98
98
100
100
99
98
98
100
100
98
98
99
101
101
98
97
98
100
100
99
98
98
100
100
98
98
99
100
100
98
97
98
101
101
101
100
100
102
102
100
99
100
102
102
100
98
98
100
100
99
99
99
101
101
97
96
97
100
100
97
93
93
101
112
123
130
131
124
110
96
92
94
101
103
102
100
100
100
100
100
98
98
100
100
99
97
97
100
100
100
98
98
100
100
100
99
99
101
101
101
99
99
101
102
102
101
101
103
103
102
100
101
104
105
105
104
104
106
107
107
106
106
109
110
109
108
108
112
113
113
111
111
113
113
111
107
106
106
106
103
101
101
102
102
101
98
98
100
101
100
98
98
99
99
99
97
97
98
99
99
96
96
98
99
99
97
97
99
99
99
96
96
98
99
99
97
97
99
100
100
97
97
99
99
98
96
96
98
100
99
97
97
98
100
100
98
98
98
99
99
97
97
98
100
100
98
98
99
100
99
96
96
98
100
100
97
97
98
99
99
97
97
98
100
100
97
97
98
99
99
97
97
98
99
99
97
97
97
98
98
97
97
98
100
100
99
99
100
101
101
99
99
99
101
101
97
96
96
98
98
98
98
99
100
99
96
96
112
113
113
111
111
113
113
111
107
106
106
106
103
101
101
102
102
101
98
98
100
101
100
98
98
99
99
99
97
97
98
99
99
96
96
98
99
99
97
97
99
99
99
96
96
98
99
99
97
97
99
100
100
97
97
99
99
98
96
96
98
100
99
97
97
98
100
100
98
98
98
99
99
97
97
98
100
100
98
98
99
100
99
96
96
98
100
100
97
97
98
99
99
97
97
98
100
100
97
97
98
99
99
97
97
98
99
99
97
97
97
98
98
97
97
98
100
100
99
99
100
101
101
99
99
99
101
101
97
96
96
98
98
98
98
99
100
99
96
96
98
99
96
91
91
102
119
99
99
97
97
107
97
100
97
104
103
99
96
96
98
100
99
97
97
98
99
99
97
97
97
98
98
96
96
97
98
98
96
96
98
99
99
96
96
98
99
99
97
97
98
98
98
96
96
97
99
99
96
96
105
99
105
99
98
98
97
97
99
99
97
96
96
99
100
99
97
97
100
100
99
97
97
99
99
98
97
97
99
99
98
96
96
98
99
99
97
97
99
99
98
96
96
99
99
98
96
96
99
100
99
97
97
98
99
99
97
97
98
99
98
97
97
98
98
98
96
96
99
100
100
99
99
101
101
101
98
98
98
99
99
97
97
97
98
98
98
98
98
98
97
95
95
97
97
95
93
98
113
125
129
124
113
103
96
93
93
97
101
102
101
97
97
98
100
100
96
96
96
98
98
97
97
98
100
100
97
97
98
100
99
97
97
98
100
100
99
99
100
102
102
99
99
100
101
101
99
99
100
103
103
103
103
104
106
106
105
105
107
109
109
107
107
108
110
110
109
109
109
110
110
107
105
105
105
104
101
99
99
100
100
96
95
96
98
98
97
96
96
98
98
96
95
96
98
98
96
95
95
97
97
96
95
95
97
97
95
95
95
98
98
96
95
95
97
97
97
96
96
98
98
96
95
95
98
98
97
95
95
98
98
97
95
95
97
97
96
94
94
97
97
96
95
95
98
98
97
95
95
97
97
97
95
95
97
97
96
94
94
97
98
98
96
96
97
97
96
94
94
97
98
98
97
97
99
99
98
97
97
98
98
97
95
95
96
97
96
95
95
97
97
95
92
92
95
97
96
91
89
92
101
113
124
130
130
118
102
92
92
96
100
100
97
96
97
98
98
96
96
96
96
96
94
94
96
97
97
95
95
96
97
97
96
96
97
98
98
95
95
97
98
98
96
96
98
99
99
97
97
99
100
100
98
98
101
103
103
101
101
102
104
104
102
102
104
106
106
105
105
106
108
108
104
103
103
103
103
99
99
99
100
99
96
95
96
97
97
94
94
95
96
96
94
94
94
96
96
94
94
94
96
96
95
94
95
96
96
94
94
95
97
97
94
94
94
96
96
95
94
95
96
96
94
94
95
97
97
95
94
97
95
92
93
94
96
96
95
94
95
97
97
94
93
94
96
96
95
95
95
97
97
95
94
94
96
96
96
96
96
96
94
95
97
97
96
94
94
96
96
96
95
95
98
98
98
97
97
98
98
96
95
95
97
97
94
93
94
97
100
100
98
98
96
96
94
93
93
94
101
114
128
135
130
114
98
92
93
97
98
98
98
98
98
97
96
96
98
98
96
95
95
97
97
97
95
95
97
98
97
96
96
98
99
98
96
96
98
98
98
97
97
99
100
99
97
97
100
102
102
99
99
101
102
102
101
101
104
105
105
104
104
107
108
108
106
106
107
108
108
105
105
106
106
104
101
100
100
101
101
98
97
98
98
98
96
96
97
98
98
95
95
96
98
98
96
96
96
98
98
96
96
96
97
97
95
95
96
98
98
96
96
97
98
98
95
95
96
97
97
95
95
97
99
99
96
96
96
98
98
96
96
96
98
98
96
96
96
98
98
96
96
97
98
98
96
96
97
98
98
96
96
97
99
99
97
96
96
98
98
96
96
97
98
98
95
95
96
98
98
96
96
97
100
100
99
98
98
100
100
98
97
97
99
99
97
96
96
99
99
98
97
97
98
98
97
96
96
95
93
93
103
